REPO,DEVS,COMMITS,START_DATE,END_DATE,DURATION_DAYS
/home/elliott/AGILEAVENGERS-SPRING2024-SQA/MLForensics,0,0,2020-11-20 00:15:00,2020-11-20 00:15:00,0
